,Country,Continent,democracy,regime,start_year,duration,observed,Period
1532,Switzerland,Europe,Democracy,Presidential Dem,1966,1,1,Middle
1533,Switzerland,Europe,Democracy,Presidential Dem,1967,1,1,Middle
1534,Switzerland,Europe,Democracy,Presidential Dem,1968,1,1,Middle
1535,Switzerland,Europe,Democracy,Presidential Dem,1969,1,1,Middle
1536,Switzerland,Europe,Democracy,Presidential Dem,1970,1,1,Middle
1537,Switzerland,Europe,Democracy,Presidential Dem,1971,1,1,Middle
1538,Switzerland,Europe,Democracy,Presidential Dem,1972,1,1,Middle
1539,Switzerland,Europe,Democracy,Presidential Dem,1973,1,1,Middle
1540,Switzerland,Europe,Democracy,Presidential Dem,1974,1,1,Middle
1541,Switzerland,Europe,Democracy,Presidential Dem,1975,1,1,Middle
1542,Switzerland,Europe,Democracy,Presidential Dem,1976,1,1,Middle
1543,Switzerland,Europe,Democracy,Presidential Dem,1977,1,1,Middle
1544,Switzerland,Europe,Democracy,Presidential Dem,1978,1,1,Middle
1545,Switzerland,Europe,Democracy,Presidential Dem,1979,1,1,Middle
1546,Switzerland,Europe,Democracy,Presidential Dem,1980,1,1,Middle
1547,Switzerland,Europe,Democracy,Presidential Dem,1981,1,1,Middle
1548,Switzerland,Europe,Democracy,Presidential Dem,1982,1,1,Middle
1549,Switzerland,Europe,Democracy,Presidential Dem,1983,1,1,Middle
1550,Switzerland,Europe,Democracy,Presidential Dem,1984,1,1,Middle
1551,Switzerland,Europe,Democracy,Presidential Dem,1985,1,1,Middle
1552,Switzerland,Europe,Democracy,Presidential Dem,1986,1,1,Late
1553,Switzerland,Europe,Democracy,Presidential Dem,1987,1,1,Late
1554,Switzerland,Europe,Democracy,Presidential Dem,1988,1,1,Late
1555,Switzerland,Europe,Democracy,Presidential Dem,1989,1,1,Late
1556,Switzerland,Europe,Democracy,Presidential Dem,1990,1,1,Late
1557,Switzerland,Europe,Democracy,Presidential Dem,1991,1,1,Late
1558,Switzerland,Europe,Democracy,Presidential Dem,1992,1,1,Late
1559,Switzerland,Europe,Democracy,Presidential Dem,1993,1,1,Late
1560,Switzerland,Europe,Democracy,Presidential Dem,1994,1,1,Late
1561,Switzerland,Europe,Democracy,Presidential Dem,1995,1,1,Late
1562,Switzerland,Europe,Democracy,Presidential Dem,1996,1,1,Late
1563,Switzerland,Europe,Democracy,Presidential Dem,1997,1,1,Late
1564,Switzerland,Europe,Democracy,Presidential Dem,1998,1,1,Late
1565,Switzerland,Europe,Democracy,Presidential Dem,1999,1,1,Late
1566,Switzerland,Europe,Democracy,Presidential Dem,2000,1,1,Late
1567,Switzerland,Europe,Democracy,Presidential Dem,2001,1,1,Late
1568,Switzerland,Europe,Democracy,Presidential Dem,2002,1,1,Late
1569,Switzerland,Europe,Democracy,Presidential Dem,2003,1,1,Late
1570,Switzerland,Europe,Democracy,Presidential Dem,2004,1,1,Late
1571,Switzerland,Europe,Democracy,Presidential Dem,2005,1,1,Late
1572,Switzerland,Europe,Democracy,Presidential Dem,2006,1,1,Late
1573,Switzerland,Europe,Democracy,Presidential Dem,2007,1,1,Late
1574,Switzerland,Europe,Democracy,Presidential Dem,2008,1,0,Late
1575,Syria,Asia,Non-democracy,Civilian Dict,1946,3,1,Early
1576,Syria,Asia,Non-democracy,Military Dict,1949,5,1,Early
1577,Syria,Asia,Non-democracy,Military Dict,1954,1,1,Early
1578,Syria,Asia,Non-democracy,Civilian Dict,1955,6,1,Early
1579,Syria,Asia,Non-democracy,Civilian Dict,1961,2,1,Early
1580,Syria,Asia,Non-democracy,Military Dict,1963,3,1,Early
1581,Syria,Asia,Non-democracy,Military Dict,1966,4,1,Middle
1582,Syria,Asia,Non-democracy,Military Dict,1970,30,0,Middle
1583,Syria,Asia,Non-democracy,Military Dict,2000,9,0,Late
1584,Taiwan,Asia,Non-democracy,Military Dict,1949,26,0,Early
1585,Taiwan,Asia,Non-democracy,Civilian Dict,1975,3,1,Middle
1586,Taiwan,Asia,Non-democracy,Civilian Dict,1978,10,0,Middle
1587,Taiwan,Asia,Non-democracy,Civilian Dict,1988,8,1,Late
1588,Taiwan,Asia,Democracy,Mixed Dem,1996,1,1,Late
1589,Taiwan,Asia,Democracy,Mixed Dem,1997,3,1,Late
1590,Taiwan,Asia,Democracy,Mixed Dem,2000,2,1,Late
1591,Taiwan,Asia,Democracy,Mixed Dem,2002,3,1,Late
1592,Taiwan,Asia,Democracy,Mixed Dem,2005,1,1,Late
1593,Taiwan,Asia,Democracy,Mixed Dem,2006,1,1,Late
1594,Taiwan,Asia,Democracy,Mixed Dem,2007,1,1,Late
1595,Taiwan,Asia,Democracy,Mixed Dem,2008,1,0,Late
1596,Tajikistan,Asia,Non-democracy,Civilian Dict,1991,1,1,Late
1597,Tajikistan,Asia,Non-democracy,Civilian Dict,1992,17,0,Late
1598,Tanzania,Africa,Non-democracy,Civilian Dict,1961,24,1,Early
1599,Tanzania,Africa,Non-democracy,Civilian Dict,1985,10,1,Middle
1600,Tanzania,Africa,Non-democracy,Civilian Dict,1995,10,1,Late
1601,Tanzania,Africa,Non-democracy,Military Dict,2005,4,0,Late
1602,Thailand,Asia,Non-democracy,Military Dict,1946,1,1,Early
1603,Thailand,Asia,Non-democracy,Military Dict,1947,10,1,Early
1604,Thailand,Asia,Non-democracy,Military Dict,1957,1,1,Early
1605,Thailand,Asia,Non-democracy,Military Dict,1958,5,0,Early
1606,Thailand,Asia,Non-democracy,Military Dict,1963,10,1,Early
1607,Thailand,Asia,Non-democracy,Civilian Dict,1973,2,1,Middle
1608,Thailand,Asia,Democracy,Parliamentary Dem,1975,1,1,Middle
1609,Thailand,Asia,Non-democracy,Military Dict,1976,1,1,Middle
1610,Thailand,Asia,Non-democracy,Military Dict,1977,2,1,Middle
1611,Thailand,Asia,Democracy,Parliamentary Dem,1979,1,1,Middle
1612,Thailand,Asia,Democracy,Parliamentary Dem,1980,8,1,Middle
1613,Thailand,Asia,Democracy,Parliamentary Dem,1988,3,1,Late
1614,Thailand,Asia,Non-democracy,Military Dict,1991,1,1,Late
1615,Thailand,Asia,Democracy,Parliamentary Dem,1992,3,1,Late
1616,Thailand,Asia,Democracy,Parliamentary Dem,1995,1,1,Late
1617,Thailand,Asia,Democracy,Parliamentary Dem,1996,1,1,Late
1618,Thailand,Asia,Democracy,Parliamentary Dem,1997,4,1,Late
1619,Thailand,Asia,Democracy,Parliamentary Dem,2001,5,1,Late
1620,Thailand,Asia,Non-democracy,Military Dict,2006,2,1,Late
1621,Thailand,Asia,Democracy,Parliamentary Dem,2008,1,0,Late
1622,Togo,Africa,Non-democracy,Civilian Dict,1960,3,0,Early
1623,Togo,Africa,Non-democracy,Civilian Dict,1963,4,1,Early
1624,Togo,Africa,Non-democracy,Military Dict,1967,38,0,Middle
1625,Togo,Africa,Non-democracy,Civilian Dict,2005,4,0,Late
1626,Tonga,Oceania,Non-democracy,Monarchy,1970,36,0,Middle
1627,Tonga,Oceania,Non-democracy,Monarchy,2006,3,0,Late
1628,Trinidad and Tobago,Americas,Democracy,Parliamentary Dem,1962,19,0,Early
1629,Trinidad and Tobago,Americas,Democracy,Parliamentary Dem,1981,5,1,Middle
1630,Trinidad and Tobago,Americas,Democracy,Parliamentary Dem,1986,5,1,Late
1631,Trinidad and Tobago,Americas,Democracy,Parliamentary Dem,1991,4,1,Late
1632,Trinidad and Tobago,Americas,Democracy,Parliamentary Dem,1995,6,1,Late
1633,Trinidad and Tobago,Americas,Democracy,Parliamentary Dem,2001,8,0,Late
1634,Tunisia,Africa,Non-democracy,Civilian Dict,1956,31,1,Early
1635,Tunisia,Africa,Non-democracy,Military Dict,1987,22,0,Late
1636,Turkey,Asia,Non-democracy,Military Dict,1946,4,1,Early
1637,Turkey,Asia,Non-democracy,Civilian Dict,1950,10,1,Early
1638,Turkey,Asia,Non-democracy,Military Dict,1960,1,1,Early
1639,Turkey,Asia,Democracy,Parliamentary Dem,1961,4,1,Early
1640,Turkey,Asia,Democracy,Parliamentary Dem,1965,6,1,Early
1641,Turkey,Asia,Democracy,Parliamentary Dem,1971,1,1,Middle
1642,Turkey,Asia,Democracy,Parliamentary Dem,1972,1,1,Middle
1643,Turkey,Asia,Democracy,Parliamentary Dem,1973,1,1,Middle
1644,Turkey,Asia,Democracy,Parliamentary Dem,1974,1,1,Middle
1645,Turkey,Asia,Democracy,Parliamentary Dem,1975,3,1,Middle
1646,Turkey,Asia,Democracy,Parliamentary Dem,1978,1,1,Middle
1647,Turkey,Asia,Democracy,Parliamentary Dem,1979,1,1,Middle
1648,Turkey,Asia,Non-democracy,Military Dict,1980,3,1,Middle
1649,Turkey,Asia,Democracy,Parliamentary Dem,1983,6,1,Middle
1650,Turkey,Asia,Democracy,Parliamentary Dem,1989,2,1,Late
1651,Turkey,Asia,Democracy,Parliamentary Dem,1991,2,1,Late
1652,Turkey,Asia,Democracy,Parliamentary Dem,1993,3,1,Late
1653,Turkey,Asia,Democracy,Parliamentary Dem,1996,1,1,Late
1654,Turkey,Asia,Democracy,Parliamentary Dem,1997,2,1,Late
1655,Turkey,Asia,Democracy,Parliamentary Dem,1999,3,1,Late
1656,Turkey,Asia,Democracy,Parliamentary Dem,2002,1,1,Late
1657,Turkey,Asia,Democracy,Parliamentary Dem,2003,6,0,Late
1658,Turkmenistan,Asia,Non-democracy,Civilian Dict,1991,15,0,Late
1659,Turkmenistan,Asia,Non-democracy,Civilian Dict,2006,3,0,Late
1660,Tuvalu,Oceania,Democracy,Parliamentary Dem,1978,3,1,Middle
1661,Tuvalu,Oceania,Democracy,Parliamentary Dem,1981,8,1,Middle
1662,Tuvalu,Oceania,Democracy,Parliamentary Dem,1989,4,1,Late
1663,Tuvalu,Oceania,Democracy,Parliamentary Dem,1993,3,1,Late
1664,Tuvalu,Oceania,Democracy,Parliamentary Dem,1996,3,1,Late
1665,Tuvalu,Oceania,Democracy,Parliamentary Dem,1999,1,1,Late
1666,Tuvalu,Oceania,Democracy,Parliamentary Dem,2000,1,1,Late
1667,Tuvalu,Oceania,Democracy,Parliamentary Dem,2001,1,1,Late
1668,Tuvalu,Oceania,Democracy,Parliamentary Dem,2002,2,1,Late
1669,Tuvalu,Oceania,Democracy,Parliamentary Dem,2004,2,1,Late
1670,Tuvalu,Oceania,Democracy,Parliamentary Dem,2006,3,0,Late
1671,U.S.S.R.,Europe,Non-democracy,Civilian Dict,1946,7,0,Early
1672,U.S.S.R.,Europe,Non-democracy,Civilian Dict,1953,11,1,Early
1673,U.S.S.R.,Europe,Non-democracy,Civilian Dict,1964,18,0,Early
1674,U.S.S.R.,Europe,Non-democracy,Civilian Dict,1982,2,0,Middle
1675,U.S.S.R.,Europe,Non-democracy,Civilian Dict,1984,1,0,Middle
1676,U.S.S.R.,Europe,Non-democracy,Civilian Dict,1985,6,0,Middle
1677,Uganda,Africa,Non-democracy,Civilian Dict,1962,1,1,Early
1678,Uganda,Africa,Non-democracy,Civilian Dict,1963,3,1,Early
1679,Uganda,Africa,Non-democracy,Civilian Dict,1966,5,1,Middle
1680,Uganda,Africa,Non-democracy,Military Dict,1971,8,1,Middle
1681,Uganda,Africa,Non-democracy,Civilian Dict,1979,1,1,Middle
1682,Uganda,Africa,Democracy,Presidential Dem,1980,5,1,Middle
1683,Uganda,Africa,Non-democracy,Military Dict,1985,1,1,Middle
1684,Uganda,Africa,Non-democracy,Civilian Dict,1986,23,0,Late
1685,Ukraine,Europe,Democracy,Mixed Dem,1991,1,1,Late
1686,Ukraine,Europe,Democracy,Mixed Dem,1992,1,1,Late
1687,Ukraine,Europe,Democracy,Mixed Dem,1993,1,1,Late
1688,Ukraine,Europe,Democracy,Mixed Dem,1994,1,1,Late
1689,Ukraine,Europe,Democracy,Mixed Dem,1995,1,1,Late
1690,Ukraine,Europe,Democracy,Mixed Dem,1996,1,1,Late
1691,Ukraine,Europe,Democracy,Mixed Dem,1997,2,1,Late
1692,Ukraine,Europe,Democracy,Mixed Dem,1999,2,1,Late
1693,Ukraine,Europe,Democracy,Mixed Dem,2001,1,1,Late
1694,Ukraine,Europe,Democracy,Mixed Dem,2002,3,1,Late
1695,Ukraine,Europe,Democracy,Mixed Dem,2005,1,1,Late
1696,Ukraine,Europe,Democracy,Mixed Dem,2006,1,1,Late
1697,Ukraine,Europe,Democracy,Mixed Dem,2007,2,0,Late
1698,United Arab Emirates,Asia,Non-democracy,Monarchy,1971,33,1,Middle
1699,United Arab Emirates,Asia,Non-democracy,Monarchy,2004,5,0,Late
1700,United Kingdom,Europe,Democracy,Parliamentary Dem,1946,5,1,Early
1701,United Kingdom,Europe,Democracy,Parliamentary Dem,1951,4,1,Early
1702,United Kingdom,Europe,Democracy,Parliamentary Dem,1955,2,1,Early
1703,United Kingdom,Europe,Democracy,Parliamentary Dem,1957,6,1,Early
1704,United Kingdom,Europe,Democracy,Parliamentary Dem,1963,1,1,Early
1705,United Kingdom,Europe,Democracy,Parliamentary Dem,1964,6,1,Early
1706,United Kingdom,Europe,Democracy,Parliamentary Dem,1970,4,1,Middle
1707,United Kingdom,Europe,Democracy,Parliamentary Dem,1974,2,1,Middle
1708,United Kingdom,Europe,Democracy,Parliamentary Dem,1976,3,1,Middle
1709,United Kingdom,Europe,Democracy,Parliamentary Dem,1979,11,1,Middle
1710,United Kingdom,Europe,Democracy,Parliamentary Dem,1990,7,1,Late
1711,United Kingdom,Europe,Democracy,Parliamentary Dem,1997,10,1,Late
1712,United Kingdom,Europe,Democracy,Parliamentary Dem,2007,2,0,Late
1713,United States of America,Americas,Democracy,Presidential Dem,1946,7,1,Early
1714,United States of America,Americas,Democracy,Presidential Dem,1953,8,1,Early
1715,United States of America,Americas,Democracy,Presidential Dem,1961,2,0,Early
1716,United States of America,Americas,Democracy,Presidential Dem,1963,6,1,Early
1717,United States of America,Americas,Democracy,Presidential Dem,1969,5,1,Middle
1718,United States of America,Americas,Democracy,Presidential Dem,1974,3,1,Middle
1719,United States of America,Americas,Democracy,Presidential Dem,1977,4,1,Middle
1720,United States of America,Americas,Democracy,Presidential Dem,1981,8,1,Middle
1721,United States of America,Americas,Democracy,Presidential Dem,1989,4,1,Late
1722,United States of America,Americas,Democracy,Presidential Dem,1993,8,1,Late
1723,United States of America,Americas,Democracy,Presidential Dem,2001,8,0,Late
1724,Uruguay,Americas,Democracy,Presidential Dem,1946,1,1,Early
1725,Uruguay,Americas,Democracy,Presidential Dem,1947,4,1,Early
1726,Uruguay,Americas,Democracy,Presidential Dem,1951,4,1,Early
1727,Uruguay,Americas,Democracy,Presidential Dem,1955,1,1,Early
1728,Uruguay,Americas,Democracy,Presidential Dem,1956,1,1,Early
1729,Uruguay,Americas,Democracy,Presidential Dem,1957,1,1,Early
1730,Uruguay,Americas,Democracy,Presidential Dem,1958,1,1,Early
1731,Uruguay,Americas,Democracy,Presidential Dem,1959,1,1,Early
1732,Uruguay,Americas,Democracy,Presidential Dem,1960,1,1,Early
1733,Uruguay,Americas,Democracy,Presidential Dem,1961,1,1,Early
1734,Uruguay,Americas,Democracy,Presidential Dem,1962,1,1,Early
1735,Uruguay,Americas,Democracy,Presidential Dem,1963,1,1,Early
1736,Uruguay,Americas,Democracy,Presidential Dem,1964,1,1,Early
1737,Uruguay,Americas,Democracy,Presidential Dem,1965,1,1,Early
1738,Uruguay,Americas,Democracy,Presidential Dem,1966,1,1,Middle
1739,Uruguay,Americas,Democracy,Presidential Dem,1967,5,1,Middle
1740,Uruguay,Americas,Democracy,Presidential Dem,1972,1,1,Middle
1741,Uruguay,Americas,Non-democracy,Military Dict,1973,8,1,Middle
1742,Uruguay,Americas,Non-democracy,Military Dict,1981,4,1,Middle
1743,Uruguay,Americas,Democracy,Presidential Dem,1985,5,1,Middle
1744,Uruguay,Americas,Democracy,Presidential Dem,1990,5,1,Late
1745,Uruguay,Americas,Democracy,Presidential Dem,1995,5,1,Late
1746,Uruguay,Americas,Democracy,Presidential Dem,2000,5,1,Late
1747,Uruguay,Americas,Democracy,Presidential Dem,2005,4,0,Late
1748,Uzbekistan,Asia,Non-democracy,Civilian Dict,1991,18,0,Late
1749,Vanuatu,Oceania,Democracy,Parliamentary Dem,1980,11,1,Middle
1750,Vanuatu,Oceania,Democracy,Parliamentary Dem,1991,4,1,Late
1751,Vanuatu,Oceania,Democracy,Parliamentary Dem,1995,3,1,Late
1752,Vanuatu,Oceania,Democracy,Parliamentary Dem,1998,1,1,Late
1753,Vanuatu,Oceania,Democracy,Parliamentary Dem,1999,2,1,Late
1754,Vanuatu,Oceania,Democracy,Parliamentary Dem,2001,3,1,Late
1755,Vanuatu,Oceania,Democracy,Parliamentary Dem,2004,4,1,Late
1756,Vanuatu,Oceania,Democracy,Parliamentary Dem,2008,1,0,Late
1757,Venezuela,Americas,Democracy,Presidential Dem,1946,2,1,Early
1758,Venezuela,Americas,Non-democracy,Military Dict,1948,2,0,Early
1759,Venezuela,Americas,Non-democracy,Military Dict,1950,8,1,Early
1760,Venezuela,Americas,Non-democracy,Military Dict,1958,1,1,Early
1761,Venezuela,Americas,Democracy,Presidential Dem,1959,5,1,Early
1762,Venezuela,Americas,Democracy,Presidential Dem,1964,5,1,Early
1763,Venezuela,Americas,Democracy,Presidential Dem,1969,5,1,Middle
1764,Venezuela,Americas,Democracy,Presidential Dem,1974,5,1,Middle
1765,Venezuela,Americas,Democracy,Presidential Dem,1979,5,1,Middle
1766,Venezuela,Americas,Democracy,Presidential Dem,1984,5,1,Middle
1767,Venezuela,Americas,Democracy,Presidential Dem,1989,4,1,Late
1768,Venezuela,Americas,Democracy,Presidential Dem,1993,1,1,Late
1769,Venezuela,Americas,Democracy,Presidential Dem,1994,5,1,Late
1770,Venezuela,Americas,Democracy,Presidential Dem,1999,10,0,Late
1771,Viet Nam,Asia,Non-democracy,Civilian Dict,1976,10,0,Middle
1772,Viet Nam,Asia,Non-democracy,Civilian Dict,1986,5,1,Late
1773,Viet Nam,Asia,Non-democracy,Civilian Dict,1991,6,1,Late
1774,Viet Nam,Asia,Non-democracy,Military Dict,1997,4,1,Late
1775,Viet Nam,Asia,Non-democracy,Civilian Dict,2001,8,0,Late
1776,Yemen,Asia,Non-democracy,Military Dict,1990,19,0,Late
1777,Yemen Arab Republic,Asia,Non-democracy,Monarchy,1946,2,0,Early
1778,Yemen Arab Republic,Asia,Non-democracy,Monarchy,1948,14,0,Early
1779,Yemen Arab Republic,Asia,Non-democracy,Civilian Dict,1962,5,1,Early
1780,Yemen Arab Republic,Asia,Non-democracy,Civilian Dict,1967,7,1,Middle
1781,Yemen Arab Republic,Asia,Non-democracy,Military Dict,1974,3,0,Middle
1782,Yemen Arab Republic,Asia,Non-democracy,Military Dict,1977,1,0,Middle
1783,Yemen Arab Republic,Asia,Non-democracy,Military Dict,1978,12,0,Middle
1784,Yemen PDR (South),Asia,Non-democracy,Civilian Dict,1967,2,1,Middle
1785,Yemen PDR (South),Asia,Non-democracy,Civilian Dict,1969,9,0,Middle
1786,Yemen PDR (South),Asia,Non-democracy,Civilian Dict,1978,2,1,Middle
1787,Yemen PDR (South),Asia,Non-democracy,Civilian Dict,1980,6,1,Middle
1788,Yemen PDR (South),Asia,Non-democracy,Civilian Dict,1986,4,0,Late
1789,Yugoslavia,Europe,Non-democracy,Civilian Dict,1946,34,0,Early
1790,Yugoslavia,Europe,Non-democracy,Civilian Dict,1980,1,1,Middle
1791,Yugoslavia,Europe,Non-democracy,Civilian Dict,1981,1,1,Middle
1792,Yugoslavia,Europe,Non-democracy,Civilian Dict,1982,1,1,Middle
1793,Yugoslavia,Europe,Non-democracy,Civilian Dict,1983,1,1,Middle
1794,Yugoslavia,Europe,Non-democracy,Civilian Dict,1984,1,1,Middle
1795,Yugoslavia,Europe,Non-democracy,Civilian Dict,1985,1,1,Middle
1796,Yugoslavia,Europe,Non-democracy,Civilian Dict,1986,1,1,Late
1797,Yugoslavia,Europe,Non-democracy,Civilian Dict,1987,1,1,Late
1798,Yugoslavia,Europe,Non-democracy,Civilian Dict,1988,1,1,Late
1799,Yugoslavia,Europe,Non-democracy,Civilian Dict,1989,1,1,Late
1800,Yugoslavia,Europe,Non-democracy,Civilian Dict,1990,1,0,Late
1801,Zambia,Africa,Non-democracy,Civilian Dict,1964,27,1,Early
1802,Zambia,Africa,Non-democracy,Civilian Dict,1991,11,1,Late
1803,Zambia,Africa,Non-democracy,Civilian Dict,2002,6,1,Late
1804,Zambia,Africa,Non-democracy,Civilian Dict,2008,1,0,Late
1805,Zimbabwe,Africa,Non-democracy,Civilian Dict,1965,14,1,Early
1806,Zimbabwe,Africa,Non-democracy,Civilian Dict,1979,1,1,Middle
1807,Zimbabwe,Africa,Non-democracy,Civilian Dict,1980,29,0,Middle
